car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,log_km
Honda City,Honda,City,6,78000,Dealer,Diesel,Manual,26.0,1498,98.6,5,651000,11.264476926102367
Hyundai Verna,Hyundai,Verna,8,14000,Dealer,Petrol,Automatic,17.01,1591,121.4,5,575000,9.546884034617925
Honda City,Honda,City,5,32302,Dealer,Petrol,Automatic,18.0,1497,117.3,5,875000,10.382915384154703
Maruti Swift Dzire,Maruti,Swift Dzire,6,46023,Dealer,Diesel,Manual,26.59,1248,74.0,5,575000,10.73691827854313
Maruti Ertiga,Maruti,Ertiga,4,28596,Dealer,Petrol,Manual,17.5,1373,91.1,7,775000,10.261057096201172
Maruti Swift,Maruti,Swift,10,54688,Dealer,Petrol,Manual,16.1,1197,85.0,5,300000,10.909417871295242
Maruti Ciaz,Maruti,Ciaz,6,64000,Dealer,Diesel,Manual,28.09,1248,88.5,5,695000,11.06665398721974
Maruti Swift Dzire,Maruti,Swift Dzire,3,46000,Individual,Diesel,Manual,28.4,1248,74.02,5,750000,10.736418414365376
Maruti Swift,Maruti,Swift,15,82000,Dealer,Petrol,Manual,16.1,1298,88.2,5,205000,11.314486721293981
Honda City,Honda,City,5,21715,Dealer,Petrol,Manual,17.8,1497,117.3,5,760000,9.985804595025341
Toyota Yaris,Toyota,Yaris,3,12617,Dealer,Petrol,Manual,17.1,1496,105.5,5,900000,9.442879644930755
Mahindra Scorpio,Mahindra,Scorpio,9,68000,Dealer,Diesel,Manual,12.05,2179,120.0,8,450000,11.127277689932466
Mahindra Scorpio,Mahindra,Scorpio,13,97000,Dealer,Diesel,Manual,12.05,2179,120.0,8,355000,11.48247656671073
Hyundai i10,Hyundai,i10,11,35000,Dealer,Petrol,Manual,20.36,1197,78.9,5,235000,10.463131911491967
Honda Civic,Honda,Civic,14,71000,Dealer,Petrol,Automatic,12.9,1799,130.0,5,225000,11.170449240431308
Honda City,Honda,City,4,24000,Dealer,Petrol,Automatic,18.0,1497,117.6,5,875000,10.085850775128717
Hyundai i20,Hyundai,i20,8,39000,Dealer,Petrol,Manual,17.0,1197,80.0,5,395000,10.571342565808699
Mahindra XUV500,Mahindra,XUV500,9,48000,Dealer,Diesel,Manual,15.1,2179,140.0,7,695000,10.778977123006351
Honda City,Honda,City,6,53000,Dealer,Petrol,Manual,17.4,1497,117.3,5,610000,10.87806606028079
Maruti Vitara,Maruti,Vitara,2,21000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,1111000,9.952325334619427
Maruti Alto,Maruti,Alto,11,11000,Dealer,CNG,Manual,26.83,796,38.4,5,185000,9.305741456739435
Maruti Celerio,Maruti,Celerio,7,76000,Individual,Petrol,Manual,23.1,998,67.04,5,325000,11.23850177707664
Hyundai Verna,Hyundai,Verna,4,45000,Individual,Diesel,Manual,22.0,1582,126.2,5,1050000,10.714439990727769
Hyundai Grand,Hyundai,Grand,2,16000,Individual,Petrol,Automatic,18.9,1197,81.86,5,575000,9.680406499268875
Skoda Superb,Skoda,Superb,6,34000,Dealer,Petrol,Automatic,13.7,1798,157.75,5,1160000,10.434145214930487
Hyundai i20,Hyundai,i20,3,27000,Dealer,Petrol,Manual,18.6,1197,81.83,5,625000,10.203629181337648
Volkswagen Polo,Volkswagen,Polo,9,96000,Individual,Diesel,Manual,22.07,1199,73.9,5,300000,11.472113887062386
Hyundai i20,Hyundai,i20,5,65000,Dealer,Diesel,Manual,22.54,1396,88.73,5,675000,11.082157933374816
Honda City,Honda,City,10,45000,Dealer,Petrol,Manual,17.0,1497,118.0,5,365000,10.714439990727769
Maruti Wagon R,Maruti,Wagon R,8,50000,Individual,Petrol,Manual,20.51,998,67.04,5,292000,10.819798284210286
Maruti Alto,Maruti,Alto,6,20000,Individual,Petrol,Manual,23.95,998,67.05,5,300000,9.90353755128617
Mahindra KUV,Mahindra,KUV,5,30000,Individual,Diesel,Manual,25.32,1198,77.0,6,450000,10.308985993422082
Honda City,Honda,City,13,40000,Dealer,Petrol,Automatic,16.8,1497,116.4,5,375000,10.596659732783579
Hyundai i20,Hyundai,i20,8,27000,Dealer,Petrol,Manual,18.5,1197,82.85,5,425000,10.203629181337648
Tata Nexon,Tata,Nexon,3,16000,Dealer,Diesel,Manual,21.5,1497,108.5,5,835000,9.680406499268875
Hyundai i20,Hyundai,i20,8,40000,Dealer,Petrol,Manual,17.0,1197,80.0,5,395000,10.596659732783579
Renault KWID,Renault,KWID,1,5000,Individual,Petrol,Automatic,24.04,999,67.0,5,400000,8.517393171418904
Maruti Alto,Maruti,Alto,5,29000,Dealer,Petrol,Manual,22.74,796,47.3,5,285000,10.275085591132715
Skoda Superb,Skoda,Superb,6,35000,Dealer,Petrol,Automatic,13.7,1798,157.75,5,1150000,10.463131911491967
Maruti Swift,Maruti,Swift,4,30000,Individual,Petrol,Manual,22.0,1197,81.8,5,520000,10.308985993422082
Hyundai Verna,Hyundai,Verna,10,138886,Dealer,Diesel,Manual,16.8,1493,110.0,5,450000,11.841415931849784
Maruti Swift Dzire,Maruti,Swift Dzire,8,79000,Dealer,Diesel,Manual,23.4,1248,74.0,5,486000,11.277215789596893
Maruti Swift Dzire,Maruti,Swift Dzire,13,40578,Individual,Diesel,Manual,19.3,1248,73.9,5,280000,10.611005970395047
Maruti Swift,Maruti,Swift,9,60000,Dealer,Diesel,Manual,22.9,1248,74.0,5,475000,11.002116507732017
Mahindra XUV500,Mahindra,XUV500,6,60000,Individual,Diesel,Automatic,16.0,2179,140.0,7,1400000,11.002116507732017
Volkswagen Polo,Volkswagen,Polo,5,110000,Individual,Diesel,Manual,20.14,1498,88.7,5,550000,11.608244735642321
Hyundai Verna,Hyundai,Verna,9,66657,Dealer,Diesel,Manual,22.32,1582,126.32,5,549000,11.107330348411331
Tata Safari,Tata,Safari,9,100000,Individual,Diesel,Manual,11.57,2179,138.1,7,260000,11.51293546492023
Hyundai i20,Hyundai,i20,10,35000,Dealer,Petrol,Manual,17.0,1197,80.0,5,375000,10.463131911491967
Maruti Swift,Maruti,Swift,2,5000,Individual,Petrol,Manual,21.21,1197,81.8,5,610000,8.517393171418904
Honda City,Honda,City,6,70000,Individual,Diesel,Manual,26.0,1498,98.6,5,650000,11.156264806643742
Honda Jazz,Honda,Jazz,6,19570,Dealer,Petrol,Manual,18.7,1199,88.7,5,560000,9.88180415770497
Renault Duster,Renault,Duster,6,37639,Dealer,Diesel,Manual,19.87,1461,83.8,5,625000,10.535822593699315
BMW 3,BMW,3,10,63000,Dealer,Diesel,Automatic,13.2,1995,170.0,5,995000,11.050905878263567
Honda City,Honda,City,7,74000,Dealer,Diesel,Manual,26.0,1498,98.6,5,590000,11.211833885608513
Maruti Ertiga,Maruti,Ertiga,7,40000,Dealer,CNG,Manual,17.5,1373,80.46,7,600000,10.596659732783579
Hyundai i10,Hyundai,i10,12,73000,Dealer,Petrol,Manual,20.36,1197,78.9,5,190000,11.19822841866684
Maruti Swift Dzire,Maruti,Swift Dzire,3,26750,Dealer,Diesel,Manual,28.4,1248,74.02,5,911000,10.19432713480299
Hyundai Santro,Hyundai,Santro,13,66403,Dealer,Petrol,Manual,17.92,1086,62.1,5,185000,11.103512574613967
Honda WR-V,Honda,WR-V,3,33000,Dealer,Diesel,Manual,25.5,1498,98.6,5,890000,10.404293143019792
Volkswagen Vento,Volkswagen,Vento,5,73172,Dealer,Diesel,Automatic,22.15,1498,108.6,5,725000,11.200581779447585
Maruti Ertiga,Maruti,Ertiga,5,50000,Individual,CNG,Manual,17.5,1373,80.46,7,700000,10.819798284210286
Maruti Ertiga,Maruti,Ertiga,5,57246,Dealer,Diesel,Manual,25.47,1248,88.5,7,850000,10.955130518296741
Maruti Swift,Maruti,Swift,4,10000,Dealer,Petrol,Manual,21.21,1197,81.8,5,550000,9.210440366976517
Hyundai i20,Hyundai,i20,11,81000,Dealer,Petrol,Manual,18.5,1197,80.0,5,260000,11.302216779257382
Hyundai Creta,Hyundai,Creta,3,62000,Dealer,Diesel,Manual,22.1,1396,88.7,5,925000,11.034905792929415
Maruti Wagon R,Maruti,Wagon R,14,68128,Dealer,LPG,Manual,17.3,1061,57.5,5,148000,11.129158245838182
Honda Jazz,Honda,Jazz,5,71400,Dealer,Diesel,Manual,27.3,1498,98.6,5,630000,11.17606715383184
Maruti Eeco,Maruti,Eeco,7,63000,Dealer,Petrol,Manual,15.37,1196,73.0,5,315000,11.050905878263567
Maruti Ertiga,Maruti,Ertiga,9,120000,Individual,Diesel,Manual,20.77,1248,88.76,7,450000,11.695255355062795
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,75000,Dealer,Diesel,Automatic,14.84,2143,170.0,5,675000,11.225256725762893
Maruti Vitara,Maruti,Vitara,1,12000,Dealer,Petrol,Automatic,18.76,1462,103.26,5,1225000,9.392745258631441
Hyundai i20,Hyundai,i20,4,25000,Dealer,Diesel,Manual,21.19,1396,88.73,5,771000,10.12667110305036
Ford Figo,Ford,Figo,11,60000,Individual,Diesel,Manual,20.0,1399,68.0,5,250000,11.002116507732017
Hyundai Verna,Hyundai,Verna,7,77000,Dealer,Diesel,Manual,22.32,1582,126.3,5,485000,11.251573687764477
Maruti Ciaz,Maruti,Ciaz,5,22000,Individual,Petrol,Manual,20.73,1373,91.1,5,715000,9.99884318585288
Maruti Wagon R,Maruti,Wagon R,9,65000,Dealer,Petrol,Manual,18.9,998,67.1,5,265000,11.082157933374816
Skoda Rapid,Skoda,Rapid,9,74000,Dealer,Diesel,Manual,20.5,1598,103.5,5,385000,11.211833885608513
Maruti Swift Dzire,Maruti,Swift Dzire,6,79159,Dealer,Diesel,Manual,26.59,1248,74.0,5,675000,11.279226399716501
Maruti Wagon R,Maruti,Wagon R,9,84000,Individual,Petrol,Manual,18.9,998,67.1,5,215000,11.338583982516495
Hyundai i20,Hyundai,i20,5,70000,Individual,Petrol,Manual,18.6,1197,81.83,5,510000,11.156264806643742
Maruti Celerio,Maruti,Celerio,2,20000,Individual,Petrol,Automatic,23.1,998,67.04,5,520000,9.90353755128617
Volkswagen Polo,Volkswagen,Polo,4,18171,Dealer,Petrol,Manual,16.2,1199,74.0,5,598000,9.807637226879294
Toyota Innova,Toyota,Innova,7,77349,Dealer,Diesel,Manual,12.99,2494,100.6,7,975000,11.256095856001211
Hyundai Santro,Hyundai,Santro,11,40000,Dealer,Petrol,Manual,17.92,1086,62.1,5,210000,10.596659732783579
Maruti Alto,Maruti,Alto,11,40000,Individual,Petrol,Manual,20.92,998,67.1,5,250000,10.596659732783579
Hyundai i20,Hyundai,i20,9,79330,Dealer,Petrol,Manual,17.0,1197,80.0,5,375000,11.281384251788262
Volkswagen Vento,Volkswagen,Vento,9,77000,Dealer,Diesel,Manual,20.54,1598,103.6,5,425000,11.251573687764477
Mahindra Bolero,Mahindra,Bolero,1,12000,Individual,Diesel,Manual,21.0,1498,74.96,7,800000,9.392745258631441
Hyundai i10,Hyundai,i10,9,24750,Individual,Petrol,Manual,20.36,1197,78.9,5,300000,10.11662117122102
Hyundai i20,Hyundai,i20,6,35000,Individual,Petrol,Manual,18.6,1197,81.83,5,550000,10.463131911491967
Maruti Swift Dzire,Maruti,Swift Dzire,3,80000,Individual,Diesel,Manual,28.4,1248,74.02,5,750000,11.289794413577894
Maruti Ertiga,Maruti,Ertiga,3,24000,Dealer,Petrol,Manual,19.34,1462,103.0,7,875000,10.085850775128717
Toyota Innova,Toyota,Innova,12,104000,Individual,Diesel,Manual,12.8,2494,102.0,8,525000,11.552155793461898
Volkswagen Vento,Volkswagen,Vento,8,120000,Individual,Petrol,Manual,15.04,1598,103.6,5,400000,11.695255355062795
Honda City,Honda,City,13,90046,Dealer,Petrol,Manual,17.7,1497,78.0,5,185000,11.408087035224053
Ford Figo,Ford,Figo,10,49000,Dealer,Petrol,Manual,15.6,1196,70.0,5,215000,10.799595985047786
Honda Amaze,Honda,Amaze,3,12000,Dealer,Petrol,Manual,17.8,1198,86.7,5,645000,9.392745258631441
Renault Duster,Renault,Duster,7,75000,Dealer,Diesel,Manual,19.87,1461,83.8,5,585000,11.225256725762893
Mahindra Bolero,Mahindra,Bolero,9,100000,Individual,Diesel,Manual,15.96,2523,62.1,7,400000,11.51293546492023
Mahindra Bolero,Mahindra,Bolero,5,62257,Dealer,Diesel,Manual,21.0,1498,74.96,7,680000,11.039042320125954
Maruti Vitara,Maruti,Vitara,4,70000,Individual,Diesel,Manual,24.3,1248,88.5,5,750000,11.156264806643742
Mahindra Scorpio,Mahindra,Scorpio,4,68462,Dealer,Diesel,Manual,15.4,2179,120.0,7,900000,11.13404873233352
Maruti Swift Dzire,Maruti,Swift Dzire,9,70000,Individual,Petrol,Manual,17.5,1298,85.8,5,370000,11.156264806643742
Maruti Swift,Maruti,Swift,8,52000,Dealer,Petrol,Manual,22.0,1197,81.8,5,450000,10.859018228147887
Honda Jazz,Honda,Jazz,4,10000,Individual,Petrol,Manual,18.7,1199,88.7,5,650000,9.210440366976517
Maruti Swift Dzire,Maruti,Swift Dzire,4,60000,Dealer,Diesel,Automatic,28.4,1248,74.02,5,750000,11.002116507732017
Maruti Ertiga,Maruti,Ertiga,4,19000,Dealer,Diesel,Manual,24.52,1248,88.5,7,895000,9.852246888342531
Maruti Swift Dzire,Maruti,Swift Dzire,6,38700,Individual,Diesel,Manual,26.59,1248,74.0,5,720000,10.563620718477313
Maruti Swift Dzire,Maruti,Swift Dzire,7,55000,Dealer,Petrol,Manual,20.85,1197,83.14,5,500000,10.915106645867503
Honda WR-V,Honda,WR-V,4,41632,Dealer,Diesel,Manual,25.5,1498,98.6,5,745000,10.636648401008383
Hyundai i20,Hyundai,i20,5,17749,Dealer,Petrol,Manual,18.6,1197,81.83,5,549000,9.784140794903562
Maruti Baleno,Maruti,Baleno,3,18000,Dealer,Petrol,Manual,21.4,1197,83.1,5,750000,9.798182590890704
Hyundai Verna,Hyundai,Verna,6,25000,Individual,Petrol,Manual,17.43,1396,105.5,5,500000,10.12667110305036
Volkswagen Polo,Volkswagen,Polo,6,54985,Dealer,Petrol,Manual,16.2,1199,74.0,5,480000,10.91483388635787
Ford Ecosport,Ford,Ecosport,3,31668,Dealer,Petrol,Automatic,14.8,1497,121.36,5,935000,10.363093563410546
Datsun RediGO,Datsun,RediGO,3,16500,Individual,Petrol,Manual,22.7,799,53.64,5,290000,9.711176264112805
Toyota Innova,Toyota,Innova,13,95000,Dealer,Diesel,Manual,12.99,2494,100.6,8,525000,11.461642696843066
Mahindra XUV500,Mahindra,XUV500,9,90000,Individual,Diesel,Manual,15.1,2179,140.0,7,611000,11.407576060361786
Ford Figo,Ford,Figo,5,25000,Individual,Petrol,Automatic,17.01,1499,110.4,5,600000,10.12667110305036
Maruti Wagon R,Maruti,Wagon R,7,84000,Dealer,Petrol,Manual,20.51,998,67.04,5,350000,11.338583982516495
Honda WR-V,Honda,WR-V,3,19000,Dealer,Petrol,Manual,17.5,1199,88.7,5,825000,9.852246888342531
Hyundai Grand,Hyundai,Grand,7,38000,Individual,Petrol,Manual,18.9,1197,82.0,5,430000,10.545367754151743
Hyundai Verna,Hyundai,Verna,8,48000,Dealer,Petrol,Automatic,17.01,1591,121.4,5,490000,10.778977123006351
Maruti Baleno,Maruti,Baleno,3,34000,Dealer,Diesel,Manual,27.39,1248,74.0,5,850000,10.434145214930487
Renault KWID,Renault,KWID,3,9800,Dealer,Petrol,Automatic,24.04,999,67.0,5,415000,9.19023970026918
Maruti Swift Dzire,Maruti,Swift Dzire,3,30000,Individual,Diesel,Manual,28.4,1248,74.02,5,868000,10.308985993422082
Hyundai Grand,Hyundai,Grand,6,88500,Dealer,Petrol,Manual,18.9,1197,82.0,5,445000,11.390769130367211
Volkswagen Vento,Volkswagen,Vento,8,58212,Dealer,Petrol,Manual,15.04,1598,103.6,5,400000,10.971863976474273
Hyundai i10,Hyundai,i10,11,84000,Dealer,Petrol,Automatic,19.2,1197,80.0,5,270000,11.338583982516495
Hyundai i20,Hyundai,i20,8,55000,Individual,Petrol,Manual,18.5,1197,82.85,5,450000,10.915106645867503
Toyota Innova,Toyota,Innova,8,173758,Dealer,Diesel,Manual,12.99,2494,100.6,7,925000,12.06542456064669
Hyundai Verna,Hyundai,Verna,2,14200,Dealer,Petrol,Manual,17.0,1591,121.3,5,975000,9.561067663645012
Hyundai i10,Hyundai,i10,11,72000,Dealer,Petrol,Manual,20.36,1197,78.9,5,211000,11.184435286790631
Toyota Innova,Toyota,Innova,10,135000,Dealer,Diesel,Manual,12.99,2494,100.0,7,650000,11.813037464800539
Maruti Baleno,Maruti,Baleno,5,72000,Dealer,Petrol,Manual,21.4,1197,83.1,5,630000,11.184435286790631
Honda City,Honda,City,2,2600,Dealer,Petrol,Automatic,17.4,1497,117.6,5,1400000,7.8636512654486515
Skoda Rapid,Skoda,Rapid,8,77300,Dealer,Diesel,Manual,21.14,1498,103.52,5,475000,11.255462171102444
Hyundai Verna,Hyundai,Verna,9,58000,Dealer,Petrol,Manual,17.01,1591,121.3,5,399000,10.968215530759236
Maruti Alto,Maruti,Alto,6,66000,Dealer,Petrol,Automatic,23.95,998,67.05,5,325000,11.097425172408931
Maruti Wagon R,Maruti,Wagon R,9,50000,Individual,Petrol,Manual,18.9,998,67.1,5,250000,10.819798284210286
Maruti Swift,Maruti,Swift,2,14500,Dealer,Petrol,Automatic,22.0,1197,81.8,5,720000,9.581972891547895
Maruti Ertiga,Maruti,Ertiga,5,48805,Individual,Diesel,Manual,24.52,1248,88.5,7,390000,10.795608535103078
Hyundai i20,Hyundai,i20,8,37000,Dealer,Petrol,Manual,18.5,1197,82.9,5,395000,10.518700218288165
Maruti Wagon R,Maruti,Wagon R,7,40000,Individual,Petrol,Manual,20.51,998,67.04,5,400000,10.596659732783579
BMW 3,BMW,3,12,114000,Dealer,Petrol,Automatic,12.05,1995,154.0,5,650000,11.643962499267984
Maruti Swift,Maruti,Swift,8,108000,Dealer,Diesel,Manual,22.9,1248,74.0,5,485000,11.58989576532275
Honda Jazz,Honda,Jazz,3,31909,Dealer,Petrol,Manual,18.7,1199,88.7,5,615000,10.370674719272289
Maruti Swift,Maruti,Swift,9,80000,Dealer,Diesel,Manual,28.4,1248,74.0,5,425000,11.289794413577894
Mahindra Bolero,Mahindra,Bolero,6,85000,Dealer,Diesel,Manual,15.96,2523,62.1,7,649000,11.350418300109132
Maruti Ciaz,Maruti,Ciaz,5,58400,Individual,Diesel,Manual,28.09,1248,88.5,5,728000,10.975088291957388
Hyundai Grand,Hyundai,Grand,3,9800,Dealer,Diesel,Manual,24.0,1186,73.97,5,685000,9.19023970026918
Hyundai Verna,Hyundai,Verna,12,70000,Dealer,Diesel,Manual,16.8,1493,110.0,5,255000,11.156264806643742
Skoda Superb,Skoda,Superb,10,20000,Individual,Diesel,Automatic,17.2,1968,138.1,5,700000,9.90353755128617
Toyota Innova,Toyota,Innova,11,145000,Dealer,Diesel,Manual,12.99,2494,100.0,8,675000,11.884495917930655
Maruti Vitara,Maruti,Vitara,3,20572,Dealer,Diesel,Automatic,24.3,1248,88.5,5,950000,9.93173481547423
Maruti Swift,Maruti,Swift,5,37000,Dealer,Diesel,Manual,25.2,1248,74.0,5,675000,10.518700218288165
Maruti Ertiga,Maruti,Ertiga,5,72447,Dealer,Diesel,Manual,24.52,1248,88.5,7,850000,11.1906243421228
Maruti Wagon R,Maruti,Wagon R,5,39000,Individual,Petrol,Manual,20.51,998,67.04,5,420000,10.571342565808699
Datsun GO,Datsun,GO,4,40000,Individual,Petrol,Manual,19.44,1198,67.0,7,430000,10.596659732783579
Ford Ecosport,Ford,Ecosport,7,86000,Dealer,Diesel,Manual,22.7,1498,89.84,5,550000,11.362114203075018
Maruti Swift,Maruti,Swift,10,32000,Dealer,Petrol,Manual,18.6,1197,85.8,5,350000,10.373522431293592
Toyota Innova,Toyota,Innova,6,69000,Dealer,Diesel,Manual,12.8,2494,102.0,8,925000,11.141876276228
Hyundai i20,Hyundai,i20,8,14258,Dealer,Petrol,Manual,18.6,1197,81.83,5,445000,9.565143565282119
Renault KWID,Renault,KWID,4,17000,Dealer,Petrol,Automatic,24.04,999,67.0,5,385000,9.741027444837728
Volkswagen Vento,Volkswagen,Vento,8,83469,Dealer,Diesel,Manual,20.34,1498,103.2,5,485000,11.332242564844782
Datsun GO,Datsun,GO,4,40000,Individual,Petrol,Manual,20.63,1198,67.06,5,335000,10.596659732783579
Maruti Swift,Maruti,Swift,3,20000,Individual,Petrol,Manual,22.0,1197,81.8,5,587000,9.90353755128617
Maruti Celerio,Maruti,Celerio,6,80000,Individual,Petrol,Manual,23.1,998,67.04,5,450000,11.289794413577894
Toyota Innova,Toyota,Innova,5,76000,Dealer,Diesel,Manual,12.99,2494,100.6,8,1250000,11.23850177707664
Renault KWID,Renault,KWID,2,10695,Dealer,Petrol,Manual,23.01,999,67.0,5,395000,9.27762511878178
Maruti Vitara,Maruti,Vitara,3,35000,Individual,Diesel,Manual,24.3,1248,88.5,5,810000,10.463131911491967
Toyota Innova,Toyota,Innova,11,94000,Dealer,Diesel,Manual,12.8,2494,102.0,8,675000,11.451060699493427
Mahindra Bolero,Mahindra,Bolero,4,50000,Individual,Diesel,Manual,15.96,2523,63.0,9,670000,10.819798284210286
Skoda Rapid,Skoda,Rapid,9,67000,Dealer,Diesel,Manual,20.5,1598,103.5,5,325000,11.112462823634855
Maruti Ciaz,Maruti,Ciaz,6,53698,Dealer,Diesel,Manual,28.09,1248,88.5,5,675000,10.891149658349637
Toyota Innova,Toyota,Innova,6,70000,Dealer,Diesel,Manual,12.8,2494,102.0,7,1135000,11.156264806643742
Maruti Swift Dzire,Maruti,Swift Dzire,8,154000,Individual,Petrol,Manual,19.1,1197,85.8,5,420000,11.944714374881176
Toyota Yaris,Toyota,Yaris,3,16000,Dealer,Petrol,Automatic,18.1,1496,105.94,5,950000,9.680406499268875
Maruti Eeco,Maruti,Eeco,7,53000,Individual,CNG,Manual,21.94,1196,63.0,5,395000,10.87806606028079
Volkswagen Vento,Volkswagen,Vento,11,80000,Individual,Petrol,Automatic,14.8,1598,105.0,5,350000,11.289794413577894
Hyundai i20,Hyundai,i20,6,44000,Dealer,Petrol,Manual,18.6,1197,81.83,5,585000,10.691967639914864
Mahindra Bolero,Mahindra,Bolero,7,80000,Individual,Diesel,Manual,15.96,2523,62.1,7,480000,11.289794413577894
Hyundai Verna,Hyundai,Verna,3,35522,Dealer,Diesel,Manual,22.0,1582,126.2,5,885000,10.477935652999067
Honda City,Honda,City,7,65000,Dealer,Diesel,Manual,26.0,1498,98.6,5,745000,11.082157933374816
Maruti Wagon R,Maruti,Wagon R,4,24000,Dealer,Petrol,Manual,20.51,998,67.04,5,450000,10.085850775128717
Hyundai Verna,Hyundai,Verna,4,46000,Dealer,Diesel,Manual,24.8,1396,88.7,5,765000,10.736418414365376
Hyundai i20,Hyundai,i20,3,54695,Dealer,Diesel,Manual,21.19,1396,88.73,5,790000,10.90954585959363
Skoda Superb,Skoda,Superb,11,55000,Individual,Petrol,Automatic,13.7,1798,157.75,5,345000,10.915106645867503
Maruti Baleno,Maruti,Baleno,3,38340,Dealer,Diesel,Manual,27.39,1248,74.0,5,790000,10.554275098679943
Maruti Ertiga,Maruti,Ertiga,7,69000,Dealer,CNG,Manual,22.8,1373,80.9,7,615000,11.141876276228
Hyundai i10,Hyundai,i10,9,66500,Dealer,Petrol,Manual,19.81,1086,68.05,5,260000,11.104972264124868
Honda City,Honda,City,5,27266,Dealer,Petrol,Manual,17.4,1497,117.3,5,685000,10.21343245878688
Jeep Compass,Jeep,Compass,4,25216,Dealer,Petrol,Automatic,16.0,1368,160.0,5,1450000,10.13527364923168
Hyundai i10,Hyundai,i10,5,50000,Individual,Petrol,Manual,19.81,1086,68.05,5,428000,10.819798284210286
Mahindra KUV,Mahindra,KUV,5,21000,Individual,Petrol,Manual,18.15,1198,82.0,6,400000,9.952325334619427
Maruti Ciaz,Maruti,Ciaz,4,68000,Dealer,Diesel,Manual,28.09,1248,88.5,5,750000,11.127277689932466
Honda Jazz,Honda,Jazz,4,27826,Dealer,Petrol,Automatic,19.0,1199,88.7,5,725000,10.233762051368387
Honda WR-V,Honda,WR-V,3,19000,Dealer,Petrol,Manual,17.5,1199,88.7,5,795000,9.852246888342531
Toyota Innova,Toyota,Innova,7,86606,Dealer,Diesel,Manual,12.99,2494,100.6,7,995000,11.369135922692621
Skoda Superb,Skoda,Superb,10,83000,Dealer,Diesel,Automatic,17.2,1968,138.1,5,675000,11.326607934898927
Maruti Swift,Maruti,Swift,7,35734,Dealer,Petrol,Manual,21.21,1197,81.8,5,440000,10.483885879654078
Honda Jazz,Honda,Jazz,6,50000,Dealer,Petrol,Automatic,19.0,1199,88.7,5,575000,10.819798284210286
Maruti Alto,Maruti,Alto,10,80000,Individual,Petrol,Manual,20.92,998,67.1,5,250000,11.289794413577894
Hyundai i20,Hyundai,i20,5,57000,Dealer,Diesel,Manual,22.54,1396,88.73,5,650000,10.950824090522445
Toyota Innova,Toyota,Innova,7,30000,Dealer,Diesel,Manual,12.99,2494,100.6,7,850000,10.308985993422082
Maruti Swift Dzire,Maruti,Swift Dzire,8,90000,Individual,Diesel,Manual,23.4,1248,74.0,5,500000,11.407576060361786
Hyundai Grand,Hyundai,Grand,3,28000,Individual,Petrol,Manual,18.9,1197,81.86,5,480000,10.239995502805316
Maruti Wagon R,Maruti,Wagon R,5,49000,Dealer,CNG,Manual,26.6,998,58.16,5,365000,10.799595985047786
Skoda Rapid,Skoda,Rapid,5,90000,Individual,Diesel,Automatic,21.66,1498,103.52,5,550000,11.407576060361786
Hyundai i20,Hyundai,i20,11,102000,Individual,Diesel,Manual,21.9,1396,90.0,5,300000,11.532737896139919
Maruti Swift,Maruti,Swift,2,25000,Dealer,Diesel,Manual,25.2,1248,74.0,5,700000,10.12667110305036
BMW 3,BMW,3,11,97547,Dealer,Diesel,Automatic,16.07,1995,181.0,5,825000,11.488099843534572
Honda City,Honda,City,6,40864,Dealer,Petrol,Manual,17.4,1497,117.3,5,579000,10.61802922995023
Maruti Wagon R,Maruti,Wagon R,9,51000,Individual,Petrol,Manual,18.9,998,67.1,5,200000,10.839600519357369
Maruti Wagon R,Maruti,Wagon R,3,36274,Dealer,CNG,Manual,26.6,998,58.16,5,455000,10.498884077752388
Volkswagen Polo,Volkswagen,Polo,7,39000,Dealer,Petrol,Automatic,17.21,1197,103.6,5,565000,10.571342565808699
Maruti Wagon R,Maruti,Wagon R,10,50000,Dealer,Petrol,Manual,20.51,998,67.04,5,275000,10.819798284210286
Honda Jazz,Honda,Jazz,5,15000,Individual,Petrol,Manual,18.7,1199,88.7,5,500000,9.61587214452889
Renault KWID,Renault,KWID,5,50700,Dealer,Petrol,Manual,23.01,999,67.0,5,340000,10.83370091325064
Tata Tiago,Tata,Tiago,2,40000,Individual,Diesel,Manual,27.28,1047,69.0,5,665000,10.596659732783579
Datsun RediGO,Datsun,RediGO,5,79000,Dealer,Petrol,Manual,22.7,799,53.64,5,235000,11.277215789596893
Maruti Ertiga,Maruti,Ertiga,9,67235,Dealer,Diesel,Manual,25.47,1248,88.5,7,610000,11.115964097353285
Maruti Swift Dzire,Maruti,Swift Dzire,7,115000,Individual,Diesel,Manual,23.4,1248,74.0,5,521000,11.652696102959753
Volkswagen Vento,Volkswagen,Vento,6,56000,Dealer,Petrol,Automatic,18.19,1197,103.2,5,615000,10.933124826700707
Hyundai i20,Hyundai,i20,3,70000,Individual,Diesel,Manual,22.54,1396,88.73,5,920000,11.156264806643742
Ford Ecosport,Ford,Ecosport,8,69141,Dealer,Diesel,Manual,22.7,1498,89.84,5,525000,11.1439176398724
