car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,log_price,price_per_km,log_km,engine_per_seat
Hyundai i20,Hyundai,i20,8,52891,Dealer,Petrol,Manual,18.6,1197,81.83,5,450000,13.017005083966255,8.508063753757728,10.876007377676714,239.4
Hyundai i10,Hyundai,i10,7,59586,Dealer,Petrol,Manual,19.81,1086,68.05,5,300000,12.611541086966115,5.034739703957305,10.995192708456269,217.2
Toyota Innova,Toyota,Innova,8,135000,Dealer,Diesel,Manual,12.99,2494,100.6,8,825000,13.623139877437296,6.111111111111111,11.813037464800539,311.75
Hyundai Creta,Hyundai,Creta,4,61462,Dealer,Diesel,Manual,21.38,1396,88.7,5,970000,13.785052381406869,15.782109270768931,11.026190646728798,279.2
Maruti Swift Dzire,Maruti,Swift Dzire,8,52000,Dealer,Diesel,Manual,28.4,1248,74.02,5,395000,12.886643575525625,7.596153846153846,10.859018228147887,249.6
Skoda Rapid,Skoda,Rapid,5,50000,Dealer,Petrol,Manual,15.0,1598,103.52,5,570000,13.25339339419516,11.4,10.819798284210286,319.6
Honda Jazz,Honda,Jazz,10,66000,Dealer,Petrol,Manual,16.0,1198,90.0,5,325000,12.691583538230217,4.924242424242424,11.097425172408931,239.6
Hyundai i20,Hyundai,i20,11,90000,Individual,Diesel,Manual,23.0,1396,90.0,5,310000,12.644330802262578,3.4444444444444446,11.407576060361786,279.2
Maruti Eeco,Maruti,Eeco,6,59000,Dealer,Petrol,Manual,15.1,1196,73.0,7,365000,12.807655372286902,6.186440677966102,10.985309671896763,170.85714285714286
Hyundai i10,Hyundai,i10,9,40000,Dealer,Petrol,Automatic,16.95,1197,78.9,5,335000,12.721888795877375,8.375,10.596659732783579,239.4
Mahindra XUV500,Mahindra,XUV500,5,95000,Individual,Diesel,Automatic,16.0,2179,140.0,7,875000,13.681980308196241,9.210526315789474,11.461642696843066,311.2857142857143
Toyota Innova,Toyota,Innova,13,85216,Dealer,Diesel,Manual,12.8,2494,102.0,7,465000,13.049794835104816,5.4567217423957945,11.352956223430272,356.2857142857143
Tata Safari,Tata,Safari,9,100000,Individual,Diesel,Manual,11.57,2179,138.1,7,280000,12.54254845357358,2.8,11.51293546492023,311.2857142857143
Hyundai Verna,Hyundai,Verna,5,100000,Individual,Diesel,Manual,23.9,1582,126.2,5,700000,13.45883704259595,7.0,11.51293546492023,316.4
Mahindra Scorpio,Mahindra,Scorpio,11,97000,Dealer,Diesel,Manual,10.5,2179,120.0,7,475000,13.07107218827772,4.896907216494846,11.48247656671073,311.2857142857143
Hyundai i20,Hyundai,i20,5,90000,Individual,Diesel,Manual,22.54,1396,88.73,5,540000,13.199326270390594,6.0,11.407576060361786,279.2
Hyundai Grand,Hyundai,Grand,4,7000,Individual,Petrol,Manual,18.9,1197,82.0,5,490000,13.102162710901053,70.0,8.853808274977197,239.4
Maruti Vitara,Maruti,Vitara,4,80000,Individual,Diesel,Manual,24.3,1248,88.5,5,830000,13.629182184591333,10.375,11.289794413577894,249.6
Maruti Swift,Maruti,Swift,6,56562,Dealer,Diesel,Manual,25.2,1248,74.0,5,540000,13.199326270390594,9.547045719741169,10.943110340182217,249.6
Maruti Swift,Maruti,Swift,3,25000,Individual,Petrol,Manual,22.0,1197,81.8,5,550000,13.217675375388819,22.0,10.12667110305036,239.4
Volkswagen Polo,Volkswagen,Polo,6,46000,Dealer,Petrol,Manual,16.47,1198,74.0,5,491000,13.104201443434462,10.673913043478262,10.736418414365376,239.6
Maruti Ciaz,Maruti,Ciaz,6,36681,Dealer,Petrol,Manual,20.73,1373,91.1,5,611000,13.322853874813605,16.6571249420681,10.510041450510977,274.6
Hyundai Creta,Hyundai,Creta,5,80000,Dealer,Petrol,Manual,13.0,1591,121.3,5,925000,13.73755009757506,11.5625,11.289794413577894,318.2
Mahindra Bolero,Mahindra,Bolero,12,100000,Individual,Diesel,Manual,13.6,2523,63.0,7,260000,12.468440756144114,2.6,11.51293546492023,360.42857142857144
Toyota Innova,Toyota,Innova,6,199253,Dealer,Diesel,Manual,12.99,2494,100.6,8,1151000,13.956142556513372,5.7765755095280875,12.202335671733264,311.75
Tata Safari,Tata,Safari,8,120000,Individual,Diesel,Manual,14.0,2179,138.1,7,425000,12.959846800844963,3.5416666666666665,11.695255355062795,311.2857142857143
Maruti Wagon R,Maruti,Wagon R,5,22756,Dealer,Petrol,Manual,21.79,998,67.05,5,421000,12.95039048795861,18.500615222358938,10.032628069359218,199.6
Tata Safari,Tata,Safari,8,63000,Dealer,Diesel,Manual,13.93,2179,138.03,7,450000,13.017005083966255,7.142857142857143,11.050905878263567,311.2857142857143
Maruti Alto,Maruti,Alto,15,80000,Individual,Petrol,Manual,19.7,796,46.3,5,60000,11.002116507732017,0.75,11.289794413577894,159.2
Mahindra Bolero,Mahindra,Bolero,7,86000,Individual,Diesel,Manual,15.96,2523,62.1,7,460000,13.038983942375959,5.348837209302325,11.362114203075018,360.42857142857144
Skoda Rapid,Skoda,Rapid,6,27000,Dealer,Petrol,Manual,15.0,1598,103.6,5,525000,13.171155446333852,19.444444444444443,10.203629181337648,319.6
Hyundai i20,Hyundai,i20,3,55373,Dealer,Diesel,Manual,22.54,1396,88.73,5,750000,13.527829818844937,13.544507250826214,10.921865448493632,279.2
Hyundai Creta,Hyundai,Creta,3,22000,Dealer,Diesel,Manual,22.1,1396,88.7,5,1015000,13.830400155679214,46.13636363636363,9.99884318585288,279.2
Maruti Ertiga,Maruti,Ertiga,8,80000,Dealer,Diesel,Manual,20.77,1248,88.8,7,711000,13.47442911525415,8.8875,11.289794413577894,178.28571428571428
Maruti Swift Dzire,Maruti,Swift Dzire,9,120000,Individual,Diesel,Manual,19.3,1248,73.9,5,460000,13.038983942375959,3.8333333333333335,11.695255355062795,249.6
Mahindra XUV500,Mahindra,XUV500,9,68420,Dealer,Diesel,Manual,15.1,2179,140.0,7,615000,13.329379172803593,8.988599824612686,11.13343507403426,311.2857142857143
Maruti Swift Dzire,Maruti,Swift Dzire,7,63000,Dealer,Diesel,Manual,23.4,1248,74.0,5,595000,13.296318365198623,9.444444444444445,11.050905878263567,249.6
Maruti Ciaz,Maruti,Ciaz,3,35000,Dealer,Diesel,Manual,26.32,1498,93.87,5,755000,13.534474352733596,21.571428571428573,10.463131911491967,299.6
Maruti Eeco,Maruti,Eeco,5,64850,Individual,CNG,Manual,21.94,1196,61.7,5,320000,12.676079399771027,4.934464148033925,11.079847609826162,239.2
Mahindra XUV500,Mahindra,XUV500,6,51000,Dealer,Diesel,Manual,15.1,2179,140.0,7,945000,13.758941264676379,18.529411764705884,10.839600519357369,311.2857142857143
Hyundai i20,Hyundai,i20,4,48000,Dealer,Petrol,Manual,18.6,1197,81.83,5,600000,13.304686600863562,12.5,10.778977123006351,239.4
Hyundai Verna,Hyundai,Verna,10,58222,Dealer,Diesel,Manual,22.32,1582,126.32,5,421000,12.95039048795861,7.230943629555838,10.972035744656358,316.4
Maruti Alto,Maruti,Alto,13,30008,Dealer,Petrol,Manual,19.7,796,46.3,5,175000,12.07254696717504,5.8317781924820045,10.30925261565329,159.2
Maruti Baleno,Maruti,Baleno,3,10398,Dealer,Diesel,Manual,27.39,1248,74.0,5,840000,13.641158361294979,80.78476630121177,9.249464926660233,249.6
Maruti Swift Dzire,Maruti,Swift Dzire,5,90000,Individual,Petrol,Manual,20.85,1197,83.14,5,550000,13.217675375388819,6.111111111111111,11.407576060361786,239.4
Mahindra Scorpio,Mahindra,Scorpio,8,64253,Dealer,Diesel,Manual,14.0,2523,75.0,7,625000,13.345508528717259,9.727172272111808,11.07059925762893,360.42857142857144
Hyundai Grand,Hyundai,Grand,4,30000,Individual,Petrol,Manual,18.9,1197,81.86,5,480000,13.081543466215237,16.0,10.308985993422082,239.4
Hyundai Verna,Hyundai,Verna,8,64308,Dealer,Diesel,Automatic,18.0,1582,126.2,5,485000,13.091906231773164,7.5418299433974,11.07145486932678,316.4
Maruti Alto,Maruti,Alto,11,53503,Dealer,Petrol,Manual,19.7,796,46.3,5,175000,12.07254696717504,3.2708446255350165,10.887511696444374,159.2
Hyundai Verna,Hyundai,Verna,7,24835,Trustmark Dealer,Petrol,Manual,17.43,1396,105.5,5,575000,13.26212705890841,23.152808536339844,10.120049492484783,279.2
Maruti Swift,Maruti,Swift,4,14000,Dealer,Petrol,Manual,20.4,1197,81.8,5,500000,13.122365377402328,35.714285714285715,9.546884034617925,239.4
Honda City,Honda,City,6,48623,Dealer,Petrol,Manual,17.8,1498,119.35,5,670000,13.415034483903348,13.77948707401847,10.791872515156575,299.6
Maruti Swift,Maruti,Swift,7,96000,Dealer,Diesel,Manual,28.4,1248,74.0,5,490000,13.102162710901053,5.104166666666667,11.472113887062386,249.6
Hyundai i20,Hyundai,i20,3,23000,Dealer,Petrol,Manual,18.6,1197,81.83,5,751000,13.529162262303307,32.65217391304348,10.043292972227004,239.4
Hyundai Verna,Hyundai,Verna,9,88500,Dealer,Diesel,Manual,22.32,1582,126.32,5,550000,13.217675375388819,6.214689265536723,11.390769130367211,316.4
Tata Tiago,Tata,Tiago,4,11500,Dealer,Petrol,Automatic,23.84,1199,83.83,5,535000,13.190023895035274,46.52173913043478,9.350189267092581,239.8
Ford Ecosport,Ford,Ecosport,6,29500,Dealer,Petrol,Automatic,15.63,1499,110.4,5,655000,13.39239204133378,22.203389830508474,10.292179440058462,299.8
Volkswagen Polo,Volkswagen,Polo,4,51952,Dealer,Diesel,Manual,20.14,1498,88.0,5,750000,13.527829818844937,14.436402833384662,10.858094742694488,299.6
Mahindra Bolero,Mahindra,Bolero,11,90000,Individual,Diesel,Manual,13.6,2523,63.0,7,400000,12.899222326086994,4.444444444444445,11.407576060361786,360.42857142857144
Tata Tiago,Tata,Tiago,3,5000,Dealer,Petrol,Manual,23.84,1199,84.0,5,565000,13.244582780038517,113.0,8.517393171418904,239.8
Maruti Alto,Maruti,Alto,10,9000,Dealer,Petrol,Manual,19.7,796,46.3,5,160000,11.982935344196433,17.77777777777778,9.105090961257085,159.2
Honda City,Honda,City,11,34000,Dealer,Petrol,Manual,17.0,1497,118.0,5,325000,12.691583538230217,9.558823529411764,10.434145214930487,299.4
Hyundai i20,Hyundai,i20,7,41000,Dealer,Petrol,Manual,18.5,1197,80.0,5,385000,12.861001210669146,9.390243902439025,10.62135173563291,239.4
Renault Duster,Renault,Duster,4,7489,Individual,Diesel,Manual,19.6,1461,108.45,5,900000,13.710151153416941,120.17625851248498,8.921324076511265,292.2
Maruti Ciaz,Maruti,Ciaz,3,41000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,895000,13.704580114574805,21.829268292682926,10.62135173563291,274.6
Maruti Vitara,Maruti,Vitara,5,53085,Dealer,Diesel,Manual,24.3,1248,88.5,5,825000,13.623139877437296,15.541113308844306,10.879668518983348,249.6
Hyundai i20,Hyundai,i20,7,44000,Dealer,Petrol,Manual,17.0,1197,80.0,5,535000,13.190023895035274,12.159090909090908,10.691967639914864,239.4
Volkswagen Vento,Volkswagen,Vento,10,84000,Dealer,Petrol,Manual,15.04,1598,103.6,5,260000,12.468440756144114,3.0952380952380953,11.338583982516495,319.6
Volkswagen Polo,Volkswagen,Polo,4,49000,Dealer,Petrol,Automatic,17.21,1197,103.6,5,695000,13.451668563394815,14.183673469387756,10.799595985047786,239.4
Maruti Swift,Maruti,Swift,15,55000,Dealer,Petrol,Manual,16.1,1197,85.0,5,145000,11.884495917930655,2.6363636363636362,10.915106645867503,239.4
Renault Triber,Renault,Triber,2,10000,Individual,Petrol,Manual,20.0,999,72.0,7,660000,13.399996629152975,66.0,9.210440366976517,142.71428571428572
Maruti Ertiga,Maruti,Ertiga,9,90339,Dealer,Petrol,Manual,16.02,1373,93.7,7,495000,13.112315061750808,5.4793610732906055,11.411335609208596,196.14285714285714
Hyundai Grand,Hyundai,Grand,5,14000,Individual,Petrol,Manual,18.9,1197,82.0,5,495000,13.112315061750808,35.357142857142854,9.546884034617925,239.4
Skoda Rapid,Skoda,Rapid,8,69000,Dealer,Petrol,Manual,15.0,1598,105.0,5,325000,12.691583538230217,4.7101449275362315,11.141876276228,319.6
Honda City,Honda,City,15,89000,Individual,Petrol,Manual,17.7,1497,78.0,5,113000,11.635151947212842,1.2696629213483146,11.39640288460621,299.4
Mahindra Scorpio,Mahindra,Scorpio,7,120000,Individual,Diesel,Manual,15.4,2179,120.0,7,800000,13.592368256649284,6.666666666666667,11.695255355062795,311.2857142857143
Hyundai Verna,Hyundai,Verna,3,26000,Dealer,Diesel,Automatic,19.08,1582,126.2,5,1245000,14.034646891093473,47.88461538461539,10.165890277802454,316.4
Tata Safari,Tata,Safari,11,120000,Individual,Diesel,Manual,13.93,2179,138.1,7,250000,12.429220196836383,2.0833333333333335,11.695255355062795,311.2857142857143
Volkswagen Vento,Volkswagen,Vento,7,59200,Dealer,Petrol,Automatic,16.93,1197,103.2,5,540000,13.199326270390594,9.121621621621621,10.988693712621323,239.4
Maruti Alto,Maruti,Alto,3,35000,Individual,Petrol,Manual,23.95,998,67.1,5,350000,12.765691290604371,10.0,10.463131911491967,199.6
Maruti Ertiga,Maruti,Ertiga,8,197000,Individual,Diesel,Manual,20.77,1248,88.8,7,660000,13.399996629152975,3.350253807106599,12.190964083849375,178.28571428571428
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,88000,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1150000,13.955273369904273,13.068181818181818,11.385103457032141,428.6
Maruti Baleno,Maruti,Baleno,4,21900,Dealer,Petrol,Automatic,19.56,1197,81.8,5,700000,13.45883704259595,31.963470319634702,9.994287576862567,239.4
Maruti Swift Dzire,Maruti,Swift Dzire,6,43206,Dealer,Petrol,Manual,20.85,1197,83.14,5,480000,13.081543466215237,11.109568115539508,10.673757798142656,239.4
Volkswagen Polo,Volkswagen,Polo,7,43000,Dealer,Petrol,Manual,16.47,1198,73.9,5,479000,13.079457964073546,11.13953488372093,10.668978650219241,239.6
Hyundai Creta,Hyundai,Creta,4,77000,Individual,Diesel,Manual,21.38,1396,88.7,5,1100000,13.910821646859095,14.285714285714286,11.251573687764477,279.2
Honda City,Honda,City,3,27000,Individual,Diesel,Manual,25.6,1498,97.9,5,1175000,13.976779556623864,43.51851851851852,10.203629181337648,299.6
Hyundai i20,Hyundai,i20,12,50250,Dealer,Petrol,Automatic,15.0,1396,100.0,5,299000,12.608202196848836,5.9502487562189055,10.824785726220822,279.2
Tata Tiago,Tata,Tiago,4,52532,Dealer,Petrol,Manual,23.84,1199,84.0,5,450000,13.017005083966255,8.56620726414376,10.86919682254001,239.8
Hyundai i20,Hyundai,i20,6,12000,Dealer,Petrol,Manual,18.6,1197,81.83,5,625000,13.345508528717259,52.083333333333336,9.392745258631441,239.4
Renault KWID,Renault,KWID,3,15235,Dealer,Petrol,Manual,23.01,999,67.0,5,410000,12.923914877701906,26.911716442402362,9.631416327598494,199.8
Hyundai i20,Hyundai,i20,8,49000,Dealer,Petrol,Manual,18.5,1197,82.85,5,500000,13.122365377402328,10.204081632653061,10.799595985047786,239.4
Honda City,Honda,City,7,39000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,695000,13.451668563394815,17.82051282051282,10.571342565808699,299.4
Skoda Rapid,Skoda,Rapid,8,30000,Dealer,Petrol,Manual,15.0,1598,103.52,5,395000,12.886643575525625,13.166666666666666,10.308985993422082,319.6
Honda City,Honda,City,11,92000,Dealer,Petrol,Manual,17.0,1497,118.0,5,300000,12.611541086966115,3.260869565217391,11.429554725537322,299.4
Maruti Swift,Maruti,Swift,14,60000,Individual,Petrol,Manual,16.1,1298,88.2,5,149000,11.91170829631447,2.4833333333333334,11.002116507732017,259.6
Audi A6,Audi,A6,10,105000,Individual,Diesel,Automatic,12.4,2698,179.5,5,857000,13.66119436444038,8.161904761904761,11.561725152903833,539.6
Maruti Swift Dzire,Maruti,Swift Dzire,3,29500,Dealer,Petrol,Automatic,21.21,1197,81.8,5,745000,13.521140839642674,25.25423728813559,10.292179440058462,239.4
Maruti Alto,Maruti,Alto,6,17000,Dealer,Petrol,Manual,23.95,998,67.1,5,320000,12.676079399771027,18.823529411764707,9.741027444837728,199.6
Renault KWID,Renault,KWID,4,20966,Dealer,Petrol,Manual,25.17,799,53.3,5,349000,12.762830066509972,16.645998282934276,9.950705052145238,159.8
Mahindra XUV500,Mahindra,XUV500,8,73000,Dealer,Diesel,Manual,15.1,2179,140.0,7,675000,13.42246945133505,9.246575342465754,11.19822841866684,311.2857142857143
Skoda Octavia,Skoda,Octavia,7,59864,Dealer,Diesel,Manual,18.7,1896,66.0,5,1100000,13.910821646859095,18.374983295469733,10.999847306150944,379.2
Honda Jazz,Honda,Jazz,6,31298,Dealer,Petrol,Automatic,19.0,1199,88.7,5,590000,13.28787951079572,18.851044795194582,10.351341427136079,239.8
Maruti Ciaz,Maruti,Ciaz,4,13000,Dealer,Diesel,Manual,28.09,1248,88.5,5,885000,13.69334405393293,68.07692307692308,9.472781556562168,249.6
Hyundai Verna,Hyundai,Verna,8,59000,Dealer,Diesel,Manual,23.5,1396,88.7,5,490000,13.102162710901053,8.305084745762711,10.985309671896763,279.2
Hyundai i20,Hyundai,i20,11,78000,Dealer,Petrol,Manual,17.0,1197,80.0,5,371000,12.82396003700373,4.756410256410256,11.264476926102367,239.4
Ford Figo,Ford,Figo,11,45000,Dealer,Petrol,Manual,15.6,1196,70.0,5,169000,12.037659911047468,3.7555555555555555,10.714439990727769,239.2
Maruti Ertiga,Maruti,Ertiga,4,39000,Dealer,Petrol,Manual,17.5,1373,91.1,7,775000,13.560619598657233,19.871794871794872,10.571342565808699,196.14285714285714
Hyundai Santro,Hyundai,Santro,2,4800,Individual,Petrol,Manual,20.3,1086,68.0,5,530000,13.180634172318978,110.41666666666667,8.476579508530941,217.2
Honda Amaze,Honda,Amaze,6,21000,Dealer,Petrol,Manual,18.0,1198,86.7,5,435000,12.983103608918753,20.714285714285715,9.952325334619427,239.6
Toyota Innova,Toyota,Innova,7,115000,Dealer,Diesel,Manual,12.8,2494,102.0,7,996000,13.811503540582295,8.660869565217391,11.652696102959753,356.2857142857143
Maruti Celerio,Maruti,Celerio,4,55001,Dealer,Petrol,Automatic,23.1,998,67.04,5,485000,13.091906231773164,8.818021490518355,10.91512482718983,199.6
Toyota Innova,Toyota,Innova,8,82326,Dealer,Diesel,Manual,12.99,2494,100.6,7,875000,13.681980308196241,10.628477030342783,11.318454400906349,356.2857142857143
Honda Amaze,Honda,Amaze,7,100000,Individual,Diesel,Manual,25.8,1498,98.6,5,550000,13.217675375388819,5.5,11.51293546492023,299.6
Hyundai i20,Hyundai,i20,2,3000,Individual,Petrol,Manual,18.6,1197,81.83,5,600000,13.304686600863562,200.0,8.006700845440367,239.4
Renault KWID,Renault,KWID,2,5000,Individual,Petrol,Manual,25.17,799,53.3,5,350000,12.765691290604371,70.0,8.517393171418904,159.8
Honda City,Honda,City,5,56436,Trustmark Dealer,Petrol,Automatic,18.0,1497,117.3,5,825000,13.623139877437296,14.618328726344886,10.940880250762401,299.4
Maruti Wagon R,Maruti,Wagon R,4,18000,Dealer,Petrol,Manual,20.51,998,67.04,5,475000,13.07107218827772,26.38888888888889,9.798182590890704,199.6
Maruti Ertiga,Maruti,Ertiga,8,39000,Individual,Diesel,Manual,20.77,1248,88.8,7,640000,13.369225017834633,16.41025641025641,10.571342565808699,178.28571428571428
Renault KWID,Renault,KWID,3,20000,Dealer,Petrol,Manual,25.17,799,53.3,5,365000,12.807655372286902,18.25,9.90353755128617,159.8
Ford Aspire,Ford,Aspire,4,25000,Individual,Diesel,Manual,24.29,1498,99.0,5,650000,13.384729180332174,26.0,10.12667110305036,299.6
Hyundai i20,Hyundai,i20,11,220000,Individual,Petrol,Manual,17.0,1197,80.0,5,204000,12.225880174775122,0.9272727272727272,12.301387370778713,239.4
Hyundai i20,Hyundai,i20,9,66259,Dealer,Diesel,Manual,21.9,1396,90.0,5,435000,12.983103608918753,6.565145866976562,11.101341675853886,279.2
Honda Amaze,Honda,Amaze,8,57239,Dealer,Petrol,Manual,18.0,1198,86.7,5,425000,12.959846800844963,7.425007425007425,10.955008233670387,239.6
Honda City,Honda,City,4,45000,Dealer,Petrol,Manual,17.4,1497,117.6,5,715000,13.480039220276565,15.88888888888889,10.714439990727769,299.4
Hyundai Verna,Hyundai,Verna,8,65000,Dealer,Diesel,Manual,22.32,1582,126.3,5,540000,13.199326270390594,8.307692307692308,11.082157933374816,316.4
Maruti Ciaz,Maruti,Ciaz,4,54552,Dealer,Petrol,Manual,20.73,1373,91.1,5,675000,13.42246945133505,12.373515178178618,10.906927985166073,274.6
Mahindra Bolero,Mahindra,Bolero,6,78028,Dealer,Diesel,Manual,15.96,2523,62.1,7,635000,13.361381852676738,8.138104270261957,11.264835831444937,360.42857142857144
Volkswagen Polo,Volkswagen,Polo,5,110000,Dealer,Petrol,Manual,16.2,1199,74.0,5,525000,13.171155446333852,4.7727272727272725,11.608244735642321,239.8
Hyundai i10,Hyundai,i10,9,59000,Dealer,Petrol,Manual,19.81,1086,68.05,5,275000,12.524530013005734,4.661016949152542,10.985309671896763,217.2
Maruti Swift Dzire,Maruti,Swift Dzire,6,96000,Individual,Diesel,Manual,26.59,1248,74.0,5,450000,13.017005083966255,4.6875,11.472113887062386,249.6
Hyundai Grand,Hyundai,Grand,4,41000,Dealer,Petrol,Manual,18.9,1197,82.0,5,520000,13.161586013632684,12.682926829268293,10.62135173563291,239.4
Ford Aspire,Ford,Aspire,6,65000,Dealer,Diesel,Manual,25.83,1498,99.0,5,490000,13.102162710901053,7.538461538461538,11.082157933374816,299.6
Honda Amaze,Honda,Amaze,8,51112,Dealer,Petrol,Automatic,15.5,1198,86.7,5,295000,12.59473402514672,5.771638754108624,10.841794146967922,239.6
Mahindra Bolero,Mahindra,Bolero,8,280000,Individual,Diesel,Manual,15.96,2523,63.0,9,500000,13.122365377402328,1.7857142857142858,12.54254845357358,280.3333333333333
Hyundai Creta,Hyundai,Creta,4,24900,Dealer,Petrol,Automatic,13.0,1591,121.3,5,1085000,13.897091466615258,43.57429718875502,10.122663242288953,318.2
Hyundai Verna,Hyundai,Verna,2,20000,Individual,Petrol,Manual,17.0,1591,121.3,5,1025000,13.840204146163925,51.25,9.90353755128617,318.2
Maruti Vitara,Maruti,Vitara,3,20613,Dealer,Diesel,Automatic,24.3,1248,88.5,5,975000,13.790193775620484,47.30024741667879,9.933725735596738,249.6
Maruti Ertiga,Maruti,Ertiga,3,42000,Dealer,CNG,Manual,17.5,1373,80.46,7,875000,13.681980308196241,20.833333333333332,10.645448706505872,196.14285714285714
Audi A4,Audi,A4,9,120000,Individual,Petrol,Automatic,10.8,1984,132.0,5,1100000,13.910821646859095,9.166666666666666,11.695255355062795,396.8
Maruti Swift Dzire,Maruti,Swift Dzire,11,78000,Dealer,Diesel,Manual,19.3,1248,73.9,5,310000,12.644330802262578,3.9743589743589745,11.264476926102367,249.6
Maruti Ignis,Maruti,Ignis,2,11000,Dealer,Petrol,Automatic,20.89,1197,81.8,5,640000,13.369225017834633,58.18181818181818,9.305741456739435,239.4
Ford Ecosport,Ford,Ecosport,3,29500,Dealer,Diesel,Manual,23.0,1498,98.96,5,950000,13.76421831620775,32.20338983050848,10.292179440058462,299.6
Honda City,Honda,City,7,26000,Dealer,Diesel,Manual,26.0,1498,98.6,5,590000,13.28787951079572,22.692307692307693,10.165890277802454,299.6
Tata Tigor,Tata,Tigor,3,9500,Dealer,Petrol,Automatic,20.3,1199,84.0,5,575000,13.26212705890841,60.526315789473685,9.15915233520675,239.8
Mahindra Bolero,Mahindra,Bolero,16,211121,Individual,Diesel,Manual,13.6,2523,63.0,7,300000,12.611541086966115,1.4209860695998977,12.26019144441767,360.42857142857144
Maruti Swift Dzire,Maruti,Swift Dzire,2,20000,Dealer,Diesel,Manual,26.59,1248,74.0,5,816000,13.61217085943569,40.8,9.90353755128617,249.6
Mahindra Thar,Mahindra,Thar,3,30000,Dealer,Diesel,Manual,16.55,2498,105.0,6,850000,13.652992804936396,28.333333333333332,10.308985993422082,416.3333333333333
Volkswagen Polo,Volkswagen,Polo,5,20000,Dealer,Petrol,Manual,16.2,1199,74.0,5,550000,13.217675375388819,27.5,9.90353755128617,239.8
Maruti Swift Dzire,Maruti,Swift Dzire,10,80000,Dealer,Diesel,Manual,19.3,1248,73.9,5,360000,12.793862088206213,4.5,11.289794413577894,249.6
Mahindra Thar,Mahindra,Thar,3,32707,Dealer,Diesel,Manual,16.55,2498,105.0,7,835000,13.635188201437066,25.529703121655913,10.395374975281868,356.85714285714283
Hyundai Grand,Hyundai,Grand,6,94870,Dealer,Diesel,Manual,24.0,1120,70.0,5,485000,13.091906231773164,5.112258880573417,11.46027335307133,224.0
Mahindra KUV,Mahindra,KUV,5,20200,Dealer,Diesel,Manual,25.32,1198,77.0,5,435000,12.983103608918753,21.534653465346533,9.913487387114461,239.6
Hyundai i20,Hyundai,i20,2,18000,Dealer,Diesel,Manual,22.54,1396,88.76,5,800000,13.592368256649284,44.44444444444444,9.798182590890704,279.2
Volkswagen Vento,Volkswagen,Vento,6,49000,Dealer,Diesel,Automatic,21.21,1498,103.2,5,695000,13.451668563394815,14.183673469387756,10.799595985047786,299.6
Maruti Wagon R,Maruti,Wagon R,4,25649,Dealer,Petrol,Automatic,21.5,1197,81.8,5,470000,13.060490101343552,18.32430114234473,10.152298850598916,239.4
Ford Ecosport,Ford,Ecosport,7,63000,Dealer,Petrol,Manual,18.88,999,123.37,5,535000,13.190023895035274,8.492063492063492,11.050905878263567,199.8
Hyundai i10,Hyundai,i10,5,15000,Individual,Petrol,Manual,19.81,1086,68.05,5,390000,12.873904582205107,26.0,9.61587214452889,217.2
Nissan Kicks,Nissan,Kicks,2,4000,Dealer,Petrol,Manual,14.23,1498,104.55,5,890000,13.698977865303197,222.5,8.294299608857235,299.6
Maruti Vitara,Maruti,Vitara,4,38000,Dealer,Diesel,Manual,24.3,1248,88.5,5,800000,13.592368256649284,21.05263157894737,10.545367754151743,249.6
Hyundai i20,Hyundai,i20,6,23000,Dealer,Petrol,Manual,18.6,1197,81.83,5,565000,13.244582780038517,24.565217391304348,10.043292972227004,239.4
Honda Jazz,Honda,Jazz,10,58000,Dealer,Petrol,Manual,16.0,1198,90.0,5,325000,12.691583538230217,5.603448275862069,10.968215530759236,239.6
Tata Hexa,Tata,Hexa,4,93000,Dealer,Diesel,Manual,17.6,2179,153.86,7,985000,13.800397935382136,10.591397849462366,11.440365524765756,311.2857142857143
Hyundai i20,Hyundai,i20,7,44000,Dealer,Petrol,Manual,18.5,1197,82.85,5,380000,12.847929163278053,8.636363636363637,10.691967639914864,239.4
Maruti Swift Dzire,Maruti,Swift Dzire,3,15210,Dealer,Petrol,Automatic,21.21,1197,81.8,5,785000,13.573440270649085,51.61078238001315,9.629774129311743,239.4
Honda Amaze,Honda,Amaze,5,75225,Dealer,Diesel,Manual,25.8,1498,98.6,5,580000,13.270785106659046,7.71020272515786,11.228252194862863,299.6
Ford Ecosport,Ford,Ecosport,2,10787,Dealer,Diesel,Manual,21.7,1498,98.96,5,1050000,13.864301674514206,97.3393900064893,9.28618968425962,299.6
Maruti Dzire ZXI,Maruti,Dzire ZXI,7,66250,Dealer,Petrol,Manual,23.26,1197,88.5,5,440000,12.994532278619134,6.6415094339622645,11.101205838074172,239.4
Hyundai Verna,Hyundai,Verna,4,28900,Dealer,Petrol,Manual,17.01,1591,121.3,5,865000,13.670485941982712,29.930795847750865,10.27163147557801,318.2
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,88002,Dealer,Diesel,Automatic,15.8,2143,170.0,5,1325000,14.096923772119156,15.056475989182063,11.385126183788353,428.6
